Binance|GVT|BTC|2.50_stepping_down
Binance|TRIG|BNB|2.50_new_above_old
Binance|BCH|USDT|2.50_red_snapper
Binance|BCH|USDT|5.00_nino_nino_1
Binance|BCH|USDT|2.50_stepping_down
Binance|TNB|ETH|2.50_flicking_down
Binance|TNB|ETH|5.00_nino_nino_1
Binance|TNB|ETH|5.00_old_above_new
Binance|TNB|ETH|2.50_average_comp2
Binance|TNB|ETH|2.50_average_comp2
Binance|TNB|ETH|2.50_stepping_down
Binance|TNB|ETH|5.00_stepping_down
Binance|TNB|BTC|2.50_flicking_down
Binance|TNB|BTC|5.00_nino_nino_1
Binance|TNB|BTC|5.00_old_above_new
Binance|TNB|BTC|2.50_average_comp2
Binance|TNB|BTC|2.50_average_comp2
Binance|TNB|BTC|2.50_stepping_down
Binance|TNB|BTC|5.00_stepping_down
Binance|YOYO|ETH|2.50_new_above_old
Binance|YOYO|ETH|5.00_new_above_old
Binance|YOYO|ETH|10.0_new_above_old
Binance|YOYO|ETH|2.50_rolling_average2
Binance|YOYO|ETH|2.50_average_inter
Binance|YOYO|ETH|2.50_average_comp
Binance|YOYO|ETH|5.00_average_comp
Binance|YOYO|ETH|2.50_flicking_up
Binance|YOYO|ETH|5.00_flicking_up
Binance|YOYO|ETH|10.0_flicking_up
Binance|YOYO|ETH|2.50_stepping_up
Binance|YOYO|ETH|5.00_stepping_up
Binance|YOYO|ETH|10.0_stepping_up
Binance|YOYO|ETH|20.0_stepping_up
Binance|CLOAK|BTC|2.50_flicking_down
Binance|CLOAK|BTC|5.00_nino_nino_1
Binance|CLOAK|BTC|5.00_old_above_new
Binance|CLOAK|BTC|2.50_stepping_down
Binance|CLOAK|ETH|2.50_flicking_down
Binance|CLOAK|ETH|5.00_nino_nino_1
Binance|CLOAK|ETH|5.00_old_above_new
Binance|CLOAK|ETH|2.50_stepping_down
Binance|ADA|BTC|2.50_new_above_old
Binance|ADA|BTC|5.00_new_above_old
Binance|ADA|BTC|2.50_rolling_average2
Binance|ADA|BTC|2.50_flicking_up
Binance|ADA|BTC|5.00_flicking_up
Binance|ADA|ETH|2.50_new_above_old
Binance|ADA|ETH|5.00_new_above_old
Binance|ADA|ETH|2.50_rolling_average2
Binance|ADA|ETH|2.50_flicking_up
Binance|ADA|ETH|5.00_flicking_up
Binance|BLZ|BTC|2.50_flicking_down
Binance|BLZ|BTC|5.00_nino_nino_1
Binance|BLZ|BTC|5.00_old_above_new
Binance|BLZ|BTC|2.50_stepping_down
Binance|BLZ|ETH|2.50_flicking_down
Binance|BLZ|ETH|5.00_nino_nino_1
Binance|BLZ|ETH|5.00_old_above_new
Binance|BLZ|ETH|2.50_stepping_down
Binance|BLZ|BNB|2.50_stepping_down
Binance|ENJ|BTC|2.50_flicking_down
Binance|ENJ|BTC|5.00_nino_nino_1
Binance|ENJ|BTC|2.50_stepping_down
Binance|ENJ|ETH|2.50_flicking_down
Binance|ENJ|ETH|5.00_nino_nino_1
Binance|ENJ|ETH|2.50_stepping_down
Binance|ELF|ETH|2.50_flicking_down
Binance|ELF|ETH|5.00_nino_nino_1
Binance|ELF|ETH|2.50_stepping_down
Binance|ELF|BTC|2.50_flicking_down
Binance|ELF|BTC|5.00_nino_nino_1
Binance|ELF|BTC|2.50_stepping_down
Binance|AST|BTC|2.50_stepping_down
Binance|VIBE|ETH|2.50_flicking_down
Binance|VIBE|ETH|5.00_nino_nino_1
Binance|VIBE|BTC|2.50_flicking_down
Binance|VIBE|BTC|5.00_nino_nino_1
Binance|VIBE|BTC|2.50_stepping_down
Binance|IOTA|ETH|2.50_new_above_old
Binance|IOTA|ETH|5.00_new_above_old
Binance|IOTA|ETH|10.0_new_above_old
Binance|IOTA|ETH|2.50_rolling_average2
Binance|IOTA|ETH|2.50_average_inter
Binance|IOTA|ETH|2.50_average_comp
Binance|IOTA|ETH|5.00_average_comp
Binance|IOTA|ETH|2.50_flicking_up
Binance|IOTA|ETH|5.00_flicking_up
Binance|IOTA|ETH|10.0_flicking_up
Binance|IOTA|ETH|2.50_stepping_up
Binance|IOTA|ETH|5.00_stepping_up
Binance|IOTA|ETH|10.0_stepping_up
Binance|IOTA|ETH|20.0_stepping_up
Binance|IOTA|BTC|2.50_new_above_old
Binance|IOTA|BTC|5.00_new_above_old
Binance|IOTA|BTC|10.0_new_above_old
Binance|IOTA|BTC|2.50_rolling_average2
Binance|IOTA|BTC|2.50_average_inter
Binance|IOTA|BTC|2.50_average_comp
Binance|IOTA|BTC|5.00_average_comp
Binance|IOTA|BTC|2.50_flicking_up
Binance|IOTA|BTC|5.00_flicking_up
Binance|IOTA|BTC|10.0_flicking_up
Binance|IOTA|BTC|2.50_stepping_up
Binance|IOTA|BTC|5.00_stepping_up
Binance|IOTA|BTC|10.0_stepping_up
Binance|IOTA|BTC|20.0_stepping_up
Binance|ADX|ETH|2.50_flicking_down
